"COVID-19-Associated Hospitalization Rates (per 100,000 population) for the COVID-NET Network (downloaded on "May-13-2020)
Centers for Disease Control and Prevention.
CATCHMENT,NETWORK,YEAR,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
New Mexico,EIP,2020,2020,10,0-4 yr,0,0
New Mexico,EIP,2020,2020,11,0-4 yr,0,0
New Mexico,EIP,2020,2020,12,0-4 yr,0,0
New Mexico,EIP,2020,2020,13,0-4 yr,0,0
New Mexico,EIP,2020,2020,14,0-4 yr,0,0
New Mexico,EIP,2020,2020,15,0-4 yr,1.4,1.4
New Mexico,EIP,2020,2020,16,0-4 yr,1.4,0
New Mexico,EIP,2020,2020,17,0-4 yr,1.4,0
New Mexico,EIP,2020,2020,18,0-4 yr,1.4,0
New Mexico,EIP,2020,2020,19,0-4 yr,null,null
New Mexico,EIP,2020,2020,20,0-4 yr,null,null
New Mexico,EIP,2020,2020,21,0-4 yr,null,null
New Mexico,EIP,2020,2020,22,0-4 yr,null,null
New Mexico,EIP,2020,2020,23,0-4 yr,null,null
New Mexico,EIP,2020,2020,24,0-4 yr,null,null
New Mexico,EIP,2020,2020,25,0-4 yr,null,null
New Mexico,EIP,2020,2020,26,0-4 yr,null,null
New Mexico,EIP,2020,2020,27,0-4 yr,null,null
New Mexico,EIP,2020,2020,28,0-4 yr,null,null
New Mexico,EIP,2020,2020,29,0-4 yr,null,null
New Mexico,EIP,2020,2020,30,0-4 yr,null,null
New Mexico,EIP,2020,2020,31,0-4 yr,null,null
New Mexico,EIP,2020,2020,32,0-4 yr,null,null
New Mexico,EIP,2020,2020,33,0-4 yr,null,null
New Mexico,EIP,2020,2020,34,0-4 yr,null,null
New Mexico,EIP,2020,2020,35,0-4 yr,null,null
New Mexico,EIP,2020,2020,36,0-4 yr,null,null
New Mexico,EIP,2020,2020,37,0-4 yr,null,null
New Mexico,EIP,2020,2020,38,0-4 yr,null,null
New Mexico,EIP,2020,2020,39,0-4 yr,null,null
New Mexico,EIP,2020,2020,10,5-17 yr,0,0
New Mexico,EIP,2020,2020,11,5-17 yr,0,0
New Mexico,EIP,2020,2020,12,5-17 yr,0,0
New Mexico,EIP,2020,2020,13,5-17 yr,0,0
New Mexico,EIP,2020,2020,14,5-17 yr,0,0
New Mexico,EIP,2020,2020,15,5-17 yr,0,0
New Mexico,EIP,2020,2020,16,5-17 yr,0,0
New Mexico,EIP,2020,2020,17,5-17 yr,0,0
New Mexico,EIP,2020,2020,18,5-17 yr,0,0
New Mexico,EIP,2020,2020,19,5-17 yr,null,null
New Mexico,EIP,2020,2020,20,5-17 yr,null,null
New Mexico,EIP,2020,2020,21,5-17 yr,null,null
New Mexico,EIP,2020,2020,22,5-17 yr,null,null
New Mexico,EIP,2020,2020,23,5-17 yr,null,null
New Mexico,EIP,2020,2020,24,5-17 yr,null,null
New Mexico,EIP,2020,2020,25,5-17 yr,null,null
New Mexico,EIP,2020,2020,26,5-17 yr,null,null
New Mexico,EIP,2020,2020,27,5-17 yr,null,null
New Mexico,EIP,2020,2020,28,5-17 yr,null,null
New Mexico,EIP,2020,2020,29,5-17 yr,null,null
New Mexico,EIP,2020,2020,30,5-17 yr,null,null
New Mexico,EIP,2020,2020,31,5-17 yr,null,null
New Mexico,EIP,2020,2020,32,5-17 yr,null,null
New Mexico,EIP,2020,2020,33,5-17 yr,null,null
New Mexico,EIP,2020,2020,34,5-17 yr,null,null
New Mexico,EIP,2020,2020,35,5-17 yr,null,null
New Mexico,EIP,2020,2020,36,5-17 yr,null,null
New Mexico,EIP,2020,2020,37,5-17 yr,null,null
New Mexico,EIP,2020,2020,38,5-17 yr,null,null
New Mexico,EIP,2020,2020,39,5-17 yr,null,null
New Mexico,EIP,2020,2020,10,18-49 yr,0,0
New Mexico,EIP,2020,2020,11,18-49 yr,0,0
New Mexico,EIP,2020,2020,12,18-49 yr,0,0
New Mexico,EIP,2020,2020,13,18-49 yr,0.8,0.8
New Mexico,EIP,2020,2020,14,18-49 yr,2.3,1.5
New Mexico,EIP,2020,2020,15,18-49 yr,3,0.8
New Mexico,EIP,2020,2020,16,18-49 yr,4.9,1.9
New Mexico,EIP,2020,2020,17,18-49 yr,8.3,3.4
New Mexico,EIP,2020,2020,18,18-49 yr,11.3,3
New Mexico,EIP,2020,2020,19,18-49 yr,null,null
New Mexico,EIP,2020,2020,20,18-49 yr,null,null
New Mexico,EIP,2020,2020,21,18-49 yr,null,null
New Mexico,EIP,2020,2020,22,18-49 yr,null,null
New Mexico,EIP,2020,2020,23,18-49 yr,null,null
New Mexico,EIP,2020,2020,24,18-49 yr,null,null
New Mexico,EIP,2020,2020,25,18-49 yr,null,null
New Mexico,EIP,2020,2020,26,18-49 yr,null,null
New Mexico,EIP,2020,2020,27,18-49 yr,null,null
New Mexico,EIP,2020,2020,28,18-49 yr,null,null
New Mexico,EIP,2020,2020,29,18-49 yr,null,null
New Mexico,EIP,2020,2020,30,18-49 yr,null,null
New Mexico,EIP,2020,2020,31,18-49 yr,null,null
New Mexico,EIP,2020,2020,32,18-49 yr,null,null
New Mexico,EIP,2020,2020,33,18-49 yr,null,null
New Mexico,EIP,2020,2020,34,18-49 yr,null,null
New Mexico,EIP,2020,2020,35,18-49 yr,null,null
New Mexico,EIP,2020,2020,36,18-49 yr,null,null
New Mexico,EIP,2020,2020,37,18-49 yr,null,null
New Mexico,EIP,2020,2020,38,18-49 yr,null,null
New Mexico,EIP,2020,2020,39,18-49 yr,null,null
New Mexico,EIP,2020,2020,10,50-64 yr,0,0
New Mexico,EIP,2020,2020,11,50-64 yr,0.4,0.4
New Mexico,EIP,2020,2020,12,50-64 yr,1.7,1.2
New Mexico,EIP,2020,2020,13,50-64 yr,3.7,2.1
New Mexico,EIP,2020,2020,14,50-64 yr,7.9,4.1
New Mexico,EIP,2020,2020,15,50-64 yr,12.8,5
New Mexico,EIP,2020,2020,16,50-64 yr,20.3,7.5
New Mexico,EIP,2020,2020,17,50-64 yr,22.8,2.5
New Mexico,EIP,2020,2020,18,50-64 yr,28.2,5.4
New Mexico,EIP,2020,2020,19,50-64 yr,null,null
New Mexico,EIP,2020,2020,20,50-64 yr,null,null
New Mexico,EIP,2020,2020,21,50-64 yr,null,null
New Mexico,EIP,2020,2020,22,50-64 yr,null,null
New Mexico,EIP,2020,2020,23,50-64 yr,null,null
New Mexico,EIP,2020,2020,24,50-64 yr,null,null
New Mexico,EIP,2020,2020,25,50-64 yr,null,null
New Mexico,EIP,2020,2020,26,50-64 yr,null,null
New Mexico,EIP,2020,2020,27,50-64 yr,null,null
New Mexico,EIP,2020,2020,28,50-64 yr,null,null
New Mexico,EIP,2020,2020,29,50-64 yr,null,null
New Mexico,EIP,2020,2020,30,50-64 yr,null,null
New Mexico,EIP,2020,2020,31,50-64 yr,null,null
New Mexico,EIP,2020,2020,32,50-64 yr,null,null
New Mexico,EIP,2020,2020,33,50-64 yr,null,null
New Mexico,EIP,2020,2020,34,50-64 yr,null,null
New Mexico,EIP,2020,2020,35,50-64 yr,null,null
New Mexico,EIP,2020,2020,36,50-64 yr,null,null
New Mexico,EIP,2020,2020,37,50-64 yr,null,null
New Mexico,EIP,2020,2020,38,50-64 yr,null,null
New Mexico,EIP,2020,2020,39,50-64 yr,null,null
New Mexico,EIP,2020,2020,10,65+ yr,0,0
New Mexico,EIP,2020,2020,11,65+ yr,0.9,0.9
New Mexico,EIP,2020,2020,12,65+ yr,1.8,0.9
New Mexico,EIP,2020,2020,13,65+ yr,5.4,3.6
New Mexico,EIP,2020,2020,14,65+ yr,10.7,5.4
New Mexico,EIP,2020,2020,15,65+ yr,20.1,9.4
New Mexico,EIP,2020,2020,16,65+ yr,30.4,10.3
New Mexico,EIP,2020,2020,17,65+ yr,38,7.6
New Mexico,EIP,2020,2020,18,65+ yr,46.5,8.5
New Mexico,EIP,2020,2020,19,65+ yr,null,null
New Mexico,EIP,2020,2020,20,65+ yr,null,null
New Mexico,EIP,2020,2020,21,65+ yr,null,null
New Mexico,EIP,2020,2020,22,65+ yr,null,null
New Mexico,EIP,2020,2020,23,65+ yr,null,null
New Mexico,EIP,2020,2020,24,65+ yr,null,null
New Mexico,EIP,2020,2020,25,65+ yr,null,null
New Mexico,EIP,2020,2020,26,65+ yr,null,null
New Mexico,EIP,2020,2020,27,65+ yr,null,null
New Mexico,EIP,2020,2020,28,65+ yr,null,null
New Mexico,EIP,2020,2020,29,65+ yr,null,null
New Mexico,EIP,2020,2020,30,65+ yr,null,null
New Mexico,EIP,2020,2020,31,65+ yr,null,null
New Mexico,EIP,2020,2020,32,65+ yr,null,null
New Mexico,EIP,2020,2020,33,65+ yr,null,null
New Mexico,EIP,2020,2020,34,65+ yr,null,null
New Mexico,EIP,2020,2020,35,65+ yr,null,null
New Mexico,EIP,2020,2020,36,65+ yr,null,null
New Mexico,EIP,2020,2020,37,65+ yr,null,null
New Mexico,EIP,2020,2020,38,65+ yr,null,null
New Mexico,EIP,2020,2020,39,65+ yr,null,null
New Mexico,EIP,2020,2020,10,Overall,0,0
New Mexico,EIP,2020,2020,11,Overall,0.2,0.2
New Mexico,EIP,2020,2020,12,Overall,0.6,0.4
New Mexico,EIP,2020,2020,13,Overall,1.9,1.3
New Mexico,EIP,2020,2020,14,Overall,4.3,2.3
New Mexico,EIP,2020,2020,15,Overall,7.2,3
New Mexico,EIP,2020,2020,16,Overall,11.2,4
New Mexico,EIP,2020,2020,17,Overall,14.4,3.2
New Mexico,EIP,2020,2020,18,Overall,18.1,3.7
New Mexico,EIP,2020,2020,19,Overall,null,null
New Mexico,EIP,2020,2020,20,Overall,null,null
New Mexico,EIP,2020,2020,21,Overall,null,null
New Mexico,EIP,2020,2020,22,Overall,null,null
New Mexico,EIP,2020,2020,23,Overall,null,null
New Mexico,EIP,2020,2020,24,Overall,null,null
New Mexico,EIP,2020,2020,25,Overall,null,null
New Mexico,EIP,2020,2020,26,Overall,null,null
New Mexico,EIP,2020,2020,27,Overall,null,null
New Mexico,EIP,2020,2020,28,Overall,null,null
New Mexico,EIP,2020,2020,29,Overall,null,null
New Mexico,EIP,2020,2020,30,Overall,null,null
New Mexico,EIP,2020,2020,31,Overall,null,null
New Mexico,EIP,2020,2020,32,Overall,null,null
New Mexico,EIP,2020,2020,33,Overall,null,null
New Mexico,EIP,2020,2020,34,Overall,null,null
New Mexico,EIP,2020,2020,35,Overall,null,null
New Mexico,EIP,2020,2020,36,Overall,null,null
New Mexico,EIP,2020,2020,37,Overall,null,null
New Mexico,EIP,2020,2020,38,Overall,null,null
New Mexico,EIP,2020,2020,39,Overall,null,null
New Mexico,EIP,2020,2020,10,65-74 yr,0,0
New Mexico,EIP,2020,2020,11,65-74 yr,0.7,0.7
New Mexico,EIP,2020,2020,12,65-74 yr,2.2,1.5
New Mexico,EIP,2020,2020,13,65-74 yr,6,3.7
New Mexico,EIP,2020,2020,14,65-74 yr,10.5,4.5
New Mexico,EIP,2020,2020,15,65-74 yr,18,7.5
New Mexico,EIP,2020,2020,16,65-74 yr,24.7,6.7
New Mexico,EIP,2020,2020,17,65-74 yr,30,5.2
New Mexico,EIP,2020,2020,18,65-74 yr,33,3
New Mexico,EIP,2020,2020,19,65-74 yr,null,null
New Mexico,EIP,2020,2020,20,65-74 yr,null,null
New Mexico,EIP,2020,2020,21,65-74 yr,null,null
New Mexico,EIP,2020,2020,22,65-74 yr,null,null
New Mexico,EIP,2020,2020,23,65-74 yr,null,null
New Mexico,EIP,2020,2020,24,65-74 yr,null,null
New Mexico,EIP,2020,2020,25,65-74 yr,null,null
New Mexico,EIP,2020,2020,26,65-74 yr,null,null
New Mexico,EIP,2020,2020,27,65-74 yr,null,null
New Mexico,EIP,2020,2020,28,65-74 yr,null,null
New Mexico,EIP,2020,2020,29,65-74 yr,null,null
New Mexico,EIP,2020,2020,30,65-74 yr,null,null
New Mexico,EIP,2020,2020,31,65-74 yr,null,null
New Mexico,EIP,2020,2020,32,65-74 yr,null,null
New Mexico,EIP,2020,2020,33,65-74 yr,null,null
New Mexico,EIP,2020,2020,34,65-74 yr,null,null
New Mexico,EIP,2020,2020,35,65-74 yr,null,null
New Mexico,EIP,2020,2020,36,65-74 yr,null,null
New Mexico,EIP,2020,2020,37,65-74 yr,null,null
New Mexico,EIP,2020,2020,38,65-74 yr,null,null
New Mexico,EIP,2020,2020,39,65-74 yr,null,null
New Mexico,EIP,2020,2020,10,75-84 yr,0,0
New Mexico,EIP,2020,2020,11,75-84 yr,1.5,1.5
New Mexico,EIP,2020,2020,12,75-84 yr,1.5,0
New Mexico,EIP,2020,2020,13,75-84 yr,3.1,1.5
New Mexico,EIP,2020,2020,14,75-84 yr,9.3,6.2
New Mexico,EIP,2020,2020,15,75-84 yr,20.1,10.8
New Mexico,EIP,2020,2020,16,75-84 yr,37.2,17
New Mexico,EIP,2020,2020,17,75-84 yr,44.9,7.7
New Mexico,EIP,2020,2020,18,75-84 yr,60.4,15.5
New Mexico,EIP,2020,2020,19,75-84 yr,null,null
New Mexico,EIP,2020,2020,20,75-84 yr,null,null
New Mexico,EIP,2020,2020,21,75-84 yr,null,null
New Mexico,EIP,2020,2020,22,75-84 yr,null,null
New Mexico,EIP,2020,2020,23,75-84 yr,null,null
New Mexico,EIP,2020,2020,24,75-84 yr,null,null
New Mexico,EIP,2020,2020,25,75-84 yr,null,null
New Mexico,EIP,2020,2020,26,75-84 yr,null,null
New Mexico,EIP,2020,2020,27,75-84 yr,null,null
New Mexico,EIP,2020,2020,28,75-84 yr,null,null
New Mexico,EIP,2020,2020,29,75-84 yr,null,null
New Mexico,EIP,2020,2020,30,75-84 yr,null,null
New Mexico,EIP,2020,2020,31,75-84 yr,null,null
New Mexico,EIP,2020,2020,32,75-84 yr,null,null
New Mexico,EIP,2020,2020,33,75-84 yr,null,null
New Mexico,EIP,2020,2020,34,75-84 yr,null,null
New Mexico,EIP,2020,2020,35,75-84 yr,null,null
New Mexico,EIP,2020,2020,36,75-84 yr,null,null
New Mexico,EIP,2020,2020,37,75-84 yr,null,null
New Mexico,EIP,2020,2020,38,75-84 yr,null,null
New Mexico,EIP,2020,2020,39,75-84 yr,null,null
New Mexico,EIP,2020,2020,10,85+,0,0
New Mexico,EIP,2020,2020,11,85+,0,0
New Mexico,EIP,2020,2020,12,85+,0,0
New Mexico,EIP,2020,2020,13,85+,7.8,7.8
New Mexico,EIP,2020,2020,14,85+,15.6,7.8
New Mexico,EIP,2020,2020,15,85+,31.2,15.6
New Mexico,EIP,2020,2020,16,85+,42.9,11.7
New Mexico,EIP,2020,2020,17,85+,62.4,19.5
New Mexico,EIP,2020,2020,18,85+,81.9,19.5
New Mexico,EIP,2020,2020,19,85+,null,null
New Mexico,EIP,2020,2020,20,85+,null,null
New Mexico,EIP,2020,2020,21,85+,null,null
New Mexico,EIP,2020,2020,22,85+,null,null
New Mexico,EIP,2020,2020,23,85+,null,null
New Mexico,EIP,2020,2020,24,85+,null,null
New Mexico,EIP,2020,2020,25,85+,null,null
New Mexico,EIP,2020,2020,26,85+,null,null
New Mexico,EIP,2020,2020,27,85+,null,null
New Mexico,EIP,2020,2020,28,85+,null,null
New Mexico,EIP,2020,2020,29,85+,null,null
New Mexico,EIP,2020,2020,30,85+,null,null
New Mexico,EIP,2020,2020,31,85+,null,null
New Mexico,EIP,2020,2020,32,85+,null,null
New Mexico,EIP,2020,2020,33,85+,null,null
New Mexico,EIP,2020,2020,34,85+,null,null
New Mexico,EIP,2020,2020,35,85+,null,null
New Mexico,EIP,2020,2020,36,85+,null,null
New Mexico,EIP,2020,2020,37,85+,null,null
New Mexico,EIP,2020,2020,38,85+,null,null
New Mexico,EIP,2020,2020,39,85+,null,null
New Mexico,EIP,2020,2020,10,18-29 yr,0,0
New Mexico,EIP,2020,2020,11,18-29 yr,0,0
New Mexico,EIP,2020,2020,12,18-29 yr,0,0
New Mexico,EIP,2020,2020,13,18-29 yr,0.5,0.5
New Mexico,EIP,2020,2020,14,18-29 yr,0.5,0
New Mexico,EIP,2020,2020,15,18-29 yr,0.9,0.5
New Mexico,EIP,2020,2020,16,18-29 yr,1.4,0.5
New Mexico,EIP,2020,2020,17,18-29 yr,3.2,1.9
New Mexico,EIP,2020,2020,18,18-29 yr,4.6,1.4
New Mexico,EIP,2020,2020,19,18-29 yr,null,null
New Mexico,EIP,2020,2020,20,18-29 yr,null,null
New Mexico,EIP,2020,2020,21,18-29 yr,null,null
New Mexico,EIP,2020,2020,22,18-29 yr,null,null
New Mexico,EIP,2020,2020,23,18-29 yr,null,null
New Mexico,EIP,2020,2020,24,18-29 yr,null,null
New Mexico,EIP,2020,2020,25,18-29 yr,null,null
New Mexico,EIP,2020,2020,26,18-29 yr,null,null
New Mexico,EIP,2020,2020,27,18-29 yr,null,null
New Mexico,EIP,2020,2020,28,18-29 yr,null,null
New Mexico,EIP,2020,2020,29,18-29 yr,null,null
New Mexico,EIP,2020,2020,30,18-29 yr,null,null
New Mexico,EIP,2020,2020,31,18-29 yr,null,null
New Mexico,EIP,2020,2020,32,18-29 yr,null,null
New Mexico,EIP,2020,2020,33,18-29 yr,null,null
New Mexico,EIP,2020,2020,34,18-29 yr,null,null
New Mexico,EIP,2020,2020,35,18-29 yr,null,null
New Mexico,EIP,2020,2020,36,18-29 yr,null,null
New Mexico,EIP,2020,2020,37,18-29 yr,null,null
New Mexico,EIP,2020,2020,38,18-29 yr,null,null
New Mexico,EIP,2020,2020,39,18-29 yr,null,null
New Mexico,EIP,2020,2020,10,30-39 yr,0,0
New Mexico,EIP,2020,2020,11,30-39 yr,0,0
New Mexico,EIP,2020,2020,12,30-39 yr,0,0
New Mexico,EIP,2020,2020,13,30-39 yr,0.6,0.6
New Mexico,EIP,2020,2020,14,30-39 yr,4.1,3.5
New Mexico,EIP,2020,2020,15,30-39 yr,5.3,1.2
New Mexico,EIP,2020,2020,16,30-39 yr,7.6,2.3
New Mexico,EIP,2020,2020,17,30-39 yr,11.1,3.5
New Mexico,EIP,2020,2020,18,30-39 yr,14.1,2.9
New Mexico,EIP,2020,2020,19,30-39 yr,null,null
New Mexico,EIP,2020,2020,20,30-39 yr,null,null
New Mexico,EIP,2020,2020,21,30-39 yr,null,null
New Mexico,EIP,2020,2020,22,30-39 yr,null,null
New Mexico,EIP,2020,2020,23,30-39 yr,null,null
New Mexico,EIP,2020,2020,24,30-39 yr,null,null
New Mexico,EIP,2020,2020,25,30-39 yr,null,null
New Mexico,EIP,2020,2020,26,30-39 yr,null,null
New Mexico,EIP,2020,2020,27,30-39 yr,null,null
New Mexico,EIP,2020,2020,28,30-39 yr,null,null
New Mexico,EIP,2020,2020,29,30-39 yr,null,null
New Mexico,EIP,2020,2020,30,30-39 yr,null,null
New Mexico,EIP,2020,2020,31,30-39 yr,null,null
New Mexico,EIP,2020,2020,32,30-39 yr,null,null
New Mexico,EIP,2020,2020,33,30-39 yr,null,null
New Mexico,EIP,2020,2020,34,30-39 yr,null,null
New Mexico,EIP,2020,2020,35,30-39 yr,null,null
New Mexico,EIP,2020,2020,36,30-39 yr,null,null
New Mexico,EIP,2020,2020,37,30-39 yr,null,null
New Mexico,EIP,2020,2020,38,30-39 yr,null,null
New Mexico,EIP,2020,2020,39,30-39 yr,null,null
New Mexico,EIP,2020,2020,10,40-49 yr,0,0
New Mexico,EIP,2020,2020,11,40-49 yr,0,0
New Mexico,EIP,2020,2020,12,40-49 yr,0,0
New Mexico,EIP,2020,2020,13,40-49 yr,1.4,1.4
New Mexico,EIP,2020,2020,14,40-49 yr,2.7,1.4
New Mexico,EIP,2020,2020,15,40-49 yr,3.4,0.7
New Mexico,EIP,2020,2020,16,40-49 yr,6.8,3.4
New Mexico,EIP,2020,2020,17,40-49 yr,12.3,5.4
New Mexico,EIP,2020,2020,18,40-49 yr,17.7,5.4
New Mexico,EIP,2020,2020,19,40-49 yr,null,null
New Mexico,EIP,2020,2020,20,40-49 yr,null,null
New Mexico,EIP,2020,2020,21,40-49 yr,null,null
New Mexico,EIP,2020,2020,22,40-49 yr,null,null
New Mexico,EIP,2020,2020,23,40-49 yr,null,null
New Mexico,EIP,2020,2020,24,40-49 yr,null,null
New Mexico,EIP,2020,2020,25,40-49 yr,null,null
New Mexico,EIP,2020,2020,26,40-49 yr,null,null
New Mexico,EIP,2020,2020,27,40-49 yr,null,null
New Mexico,EIP,2020,2020,28,40-49 yr,null,null
New Mexico,EIP,2020,2020,29,40-49 yr,null,null
New Mexico,EIP,2020,2020,30,40-49 yr,null,null
New Mexico,EIP,2020,2020,31,40-49 yr,null,null
New Mexico,EIP,2020,2020,32,40-49 yr,null,null
New Mexico,EIP,2020,2020,33,40-49 yr,null,null
New Mexico,EIP,2020,2020,34,40-49 yr,null,null
New Mexico,EIP,2020,2020,35,40-49 yr,null,null
New Mexico,EIP,2020,2020,36,40-49 yr,null,null
New Mexico,EIP,2020,2020,37,40-49 yr,null,null
New Mexico,EIP,2020,2020,38,40-49 yr,null,null
New Mexico,EIP,2020,2020,39,40-49 yr,null,null

Disclaimer:
The Coronavirus Disease 2019 (COVID-19)-Associated Hospitalization Surveillance Network (COVID-NET)
hospitalization data are preliminary and subject to change as more data become available. In
"particular, case counts and rates for recent hospital admissions are subject to lag. As data are"
"received each week, prior case counts and rates are updated accordingly.  COVID-NET conducts"
population-based surveillance for laboratory-confirmed COVID-19-associated hospitalizations in
children (less than 18 years of age) and adults. COVID-NET covers nearly 100 counties in the 10
"Emerging Infections Program (EIP) states (CA, CO, CT, GA, MD, MN, NM, NY, OR, TN) and four"
"Influenza Hospitalization Surveillance Project (IHSP) states (IA, MI, OH, and UT). Cumulative and"
"weekly unadjusted incidence rates (per 100,000 population) are calculated using the National Center"
for Health Statistics' (NCHS) vintage 2018 bridged-race postcensal population estimates for the
counties included in the surveillance catchment area. The rates provided are likely to be
underestimated as COVID-19-associated hospitalizations might be missed due to test availability and
provider or facility testing practices.